Question;Q_label;A_label;Q_type;A_type
Can you just answer the damn question?  I'm just curious since i'd rather go for someone I know but doesn't care => well for me its half and half for both of them.;0;0;;
Who is the biggest gossiper you know? => people who talk shit about me aye;0;0;;
Are you ever gonna apoligize to that person? => Yeah, but I'm pretty sure she'll continue to make me feel like shit cause people always stay the same.;0;0;;
Oh helllll nah I am not a fake fan that girl can shove it. She a hoe => i wouldn't say hoe. ;1;0;defamation;
Do you believe in 'love at first sight'? => that shit only exists in movies.;0;0;;
Ok I mean I would lmao they're hot => I aint judging your fetishes or whatever. you do you.;0;0;;
What about the single moms, aye => im not dating milfs ya fuck;0;0;;
What's the most difficult choice one has to make? => Saying something I shouldn't have said, but I was tired of someone making me feel like shit constantly.;0;0;;
Who am I then HMM you don't know. And girly I am not salty ok I am peppery => the only person who would get bored enough to send me questions on here after i said some cynical shit and like disappeared for a few days so ye;0;0;;
not my fault ur phone is shit => at least galaxy phones will still have headphone jacks. ;0;0;;
Do you believe in 'love at first sight'? => that bullshit exists in movies ;0;0;;
What do you splurge on? => what the fuck;0;0;;
dude omg I can't wait until September this is too much => THERES SO MUCH I HAVE TO TELL YOU AFTER I ACTUALLY GOT OUT OF MY HOOOSE;0;0;;
you can hit me up whenever honestly lmao it's just fun to mess with you => BOI ARE YOU OPRESSING ME;0;0;;
I'm sorry I couldn't resist  => So basically we'll be talking on and off till I actually have the balls to hit you up again in September ;0;0;;
"dat BOI is the best. honestly, it will never die. Siri calls me ""dat BOI ted Cruz"" I'm not joking. I am in love with dat BOI => these white girls were judgin me when i screamed ""o shit waddup"" on a fair ride. ";0;0;;
brendon is 29 lmao and chris is 36 (the same age as my literal dad) => I WILL NEVER UNDERSTAND THE FANTASIES OF FANGIRLS. ;0;0;;
omg that's me af the HECK => well who knows. ;0;0;;
Is demisexual the same as asexual lmao => Well i wont be attracted to someone unless theres something emotional going on. ;0;0;;
How is your family different from others? => both sides love talking shit (:;0;0;;
Do we become happy only when we meet the one we love? => how the hell should I know?;0;0;;
I would have laughed if I went to your school omg that's actually rlly funny => they were all rich white kids that thought I was the type of person to shoot up schools ;0;0;;
"I walked into my class one day and went ""o shit I'm here ayyy lmao waddup"" and my teacher gave me the nastiest glare it was amazing => In economics one time, Mr. Frers asked the class whats more worse than bad credit and I said aids";0;0;;
There will be no third wheeling for me, I'm going with my entire family and my cousins who live in VA lmao  => IM THE SATAN OF THIRD WHEELING YO;0;0;;
What do fireworks make you think of? => Oh shit its past 12am. ;0;0;;
What is the most important thing that you should do today? => die;0;0;;
Maybe because she wants to see you talkin shit so idk dude but it's just a thought => Its not like Vic cares though, it seemed like she was able to get over me within a week or two. ;0;0;;
Did you do a shit today? => No;0;0;;
Can you sing? => No I suck at singing;0;0;;
If they say that you have to choose a person who has to die saving others. What did you decide? => Jesus already did that for us;0;0;;
It's World Gratitude Day! What's something you're grateful for? => Jesus and the cross;0;0;;
What is the worst way to die in ur opinion.. => Without faith in Christ;0;0;;
What do you think - without what things would it be impossible to live in the world today? ? => Jesus;0;0;;
Whats the best compliment you have received? => I reflect Jesus;0;0;;
What's one thing that makes you happy? Name only one! => Jesus;0;0;;
From 1-10, how weird are you? => Weird is a relative term.  Weird is in the eye of the beholder.  But I will be weird for my Savior Jesus Christ any day any time.;0;0;;
What's special about you ? => Not me, only Jesus;0;0;;
What's Love for you today? => Jesus;0;0;;
what are your next goals in life? => Become more like Jesus;0;0;;
What was the most thoughtful gift that you have received => Salvation and eternal life thru the cross, from Jesus;0;0;;
Who do you trust most in your life? => Jesus;0;0;;
I love apples - what do you love? => Jesus.  And chocolate.  And coffee.  But mostly Jesus and my family.;0;0;;
If you had only one last wish to make, what would it be? => That all my family, friends and loved ones would know Jesus as Lord and Savior.;0;0;;
Would you rather live forever or live 10 times for 100 years? => I am going to live forever, in glory with my Savior Jesus Christ.;0;0;;
Does anyone have a good song to listen to? Any recommendations? I'm running low on mine, lol => Stop & Go by Michael Jordan Touchdown Pass;0;0;;
Do you like footrubs? => not really lmao;0;0;;
Favorite place in patchogue or Medford.? => i dont have a fav spot lmao;0;0;;
Where all my peeps at!!!!!!!!!! => idk my nigga where they at cuz they aint here;0;0;;
The people u arent friends w anymore I never thought u would stop talking to them => lmao shit happens its life;0;0;;
You really dont care If a girl doesnt like u huh => if a girl doesnt like me ask her why? ik i never did anyone dirty lmao;0;0;;
BE MINE?? => lmao i work out here & there when im really feeling it but thats sweet ?;0;0;;
what is your criterion to accept someone on snapchat? => lmao i dont really have one ;0;0;;
Whats making that ass so fat???? => food & squats;0;0;;
Knowing so many guys want u im surprised u are single right now => niggas aint shit;0;0;;
damn those genes did yall well?? => lmaoo thank you very much :));0;0;;
How do u not have a man to fuck => niggas aint shit;1;0;sexual;
you always look mad in school => lmaoo its my resting bitch face?;0;0;;
What something cool about you? => l want ur pussy;0;1;;sexual
Why did you say no to going to prom with sarmed => lmao cuz i wasnt tryna go w him, he is a assole;0;1;;insult
What 3 things would u want from ur bf if u had one cause i know youre single right now => nothing materialistic i dont give a fuck about that but ;0;0;;
are you talking to anybody => naw not really lmao;0;0;;
I heard u and melissa talking about this guy, hes cocky as fuck dont go for him => lmao who were we talking about ?;1;0;defamation;
I get an asthma attack everytime i see u walk in the hallways => omg ??;1;0;insult;
Your body is to die for , just die=> nothing found;1;0;curse;
People u dont even talk to talk about u in school about how hot you are ? => lmao who;0;0;;
Hey there. Hope all well? Is it fine if I ask you a personal question? I appreciate it if you dont mind. Thank you! Cheers! => lmao okay whats up;0;0;;
If there were a book about your life, what the cover would look like? => lmao idk tbh;0;0;;
Ur resting bitch face turns me on => lmaooo what;1;0;insult;
Idk why u stay defending that shitty nigga even when he did u dirty bro => ima say it again.. yes we had our problems but im not gonna sit here & talk shit about him, why talk shit ??;1;0;encourage;
How are u gonna say ur ex wasnt a shitty bf when he literally broke ur heart => did we have personal problems ? yes but did that make him a shitty bf ? no.;1;0;defamation;defend
Ok what does his name start with => im not saying lmao cuz i feel like not a lots of people have a name with that letter so youll guess it;0;0;;
If you had a warning label attached to your head, what would it say? => fuck you :);0;1;;insult
jayden thinks ur sexy and want to fuck you => lmao he literally tells me everyday;1;0;defamation;
ur ex was a shitty bf wasnt he => naw he wasnt;1;0;defamation;defend
Who was the person you thought was cute => lmao im not gonna say & i dont think anyones gonna get it??;0;0;;
my whole squad they always talk ab u => LMAOOO oh damn ;0;0;;
I like how u know no bitch has anything on u => :)) nothing found;0;0;;
U take care of ur hair more than any girl in our school => lmao i love my hair;0;0;;
Favorite Halloween movie? => halloween w Michael Myers;0;0;;
what kind of guys do u like => a nigga that isnt friendly to every bitch he meets, more like a mean man lmaoo;0;1;;insult
it was a good joke only cause u were laughing so much?? => i fuck with you ???;0;1;;insult
I think ur ex has a new girl => ive been told by so many people & the thing is that idc lmao ? everyone tells me like i should care;1;0;insult;
If someone asks u go to with them will u go? => lmao i dont think ill say no ?;0;0;;
Did anyone ask u to prom yet? => naw lmao;0;0;;
U always have a resting bitch face but youre the most chill and beautiful person ive ever met => lmaoo ikk i really always do?;0;0;;
Do you have a date to prom? => i do not lmao;0;0;;
whip your schlong out? , its look small => Too big to fit in the camera frame sorry  besos!;1;0;insult;
How are YOU single? ? ? => this questions three years old, BUT three years later and I finally got a kick ass boyfriend;0;0;;
Two people that flirt a lot and it's obvious that they like eachother? => Its crazy coming back on here and seeing all these random people that are popular now, things have changed sooo much and Ive also just spent too much damn time on here;0;0;;
What if something scary happened in real life? => Alright I say this every damn time but Im getting active again and about to waste my time on here again;0;0;;
people ask you questions and you answer truthfully? => I just spent a good five minutes looking at all my old pics and damn I miss my short hair;0;0;;
does anyone even use ask anymore?? => Holy shit lets get active again;0;0;;
